bcr_patient_barcode,dataset,GATA3,PTEN,XBP1,ESR1,MUC1,FN1,GAPDH
BRCA530,BRCA,2.38775,0.755,3.780416667,4.215833333,3.378875,-1.595625,-0.5374166667
BRCA531,BRCA,1.02575,0.5855714286,1.752,2.0405,1.56,0.5932083333,-1.809916667
BRCA532,BRCA,1.81625,0.5844285714,2.907166667,4.345083333,-0.366,0.4050833333,-1.457333333
BRCA533,BRCA,3.546125,0.8151428571,2.59375,4.096833333,3.378,0.9660833333,-2.027916667
BRCA534,BRCA,2.722375,-0.2203571429,2.560833333,4.622916667,2.423,0.6029166667,-0.5933333333
BRCA535,BRCA,1.787375,-0.1143571429,0.7006666667,4.2255,2.05125,0.09720833333,-0.9118333333
BRCA536,BRCA,3.1135,0.8461428571,4.73675,5.313166667,3.218125,1.07175,-1.172833333
BRCA537,BRCA,2.313125,0.8913571429,1.952083333,3.174166667,3.238,1.818208333,-1.0065
BRCA538,BRCA,0.4115,-1.987571429,-0.7036666667,-3.474,1.267375,-0.5982083333,0.006666666667
BRCA539,BRCA,1.90875,1.479857143,1.98625,4.36725,3.198625,0.06383333333,-0.14575
BRCA540,BRCA,0.358375,0.6272857143,0.2784166667,-2.432416667,1.983375,-0.2995416667,-0.4298333333
BRCA541,BRCA,2.859125,-0.3445,1.865333333,5.161916667,3.11825,-0.9371666667,-1.9515
BRCA542,BRCA,-2.518125,0.002428571429,-1.154,-3.629333333,0.865375,0.3507083333,-0.6299166667
BRCA543,BRCA,2.626875,0.3555714286,3.1855,5.137166667,-1.292375,-1.427375,-1.522333333
BRCA544,BRCA,2.690375,-0.004,2.562583333,4.013666667,1.737875,-0.1782083333,-0.7660833333
BRCA545,BRCA,1.543125,1.110857143,1.9985,1.75975,3.079875,0.6035,-0.6690833333
BRCA546,BRCA,1.998375,0.8881428571,1.565083333,3.7035,1.78725,0.3024583333,-0.58025
BRCA547,BRCA,-2.527,0.04671428571,1.143333333,-0.9334166667,1.160125,-1.304333333,-1.812583333
BRCA548,BRCA,-2.204875,1.082142857,-1.61625,-1.305583333,1.592875,0.103375,0.3931666667
BRCA549,BRCA,2.57,-0.08207142857,2.03475,3.503166667,2.143125,0.2974166667,-1.778833333
BRCA550,BRCA,-0.4445,1.281285714,-0.9934166667,-2.531416667,1.355875,0.261125,-0.1955
BRCA551,BRCA,1.3415,0.9278571429,3.525666667,-0.3725,3.229875,2.071,-0.09708333333
BRCA552,BRCA,-0.192875,1.3655,0.5953333333,-0.7994166667,2.073142857,1.176208333,0.3785
BRCA553,BRCA,1.361625,0.6811428571,1.359416667,2.641333333,4.052375,2.3905,-0.0545
BRCA554,BRCA,2.954125,0.4744285714,3.031333333,4.545166667,2.77375,0.967375,-0.9233333333
BRCA555,BRCA,3.496625,0.8962142857,3.27375,4.58125,1.59375,-1.16025,-1.901
BRCA556,BRCA,2.618625,0.9038571429,3.844166667,5.607666667,2.45425,-0.68475,-1.572416667
BRCA557,BRCA,-3.894625,1.781285714,-2.082916667,0.4470833333,-2.3845,-0.7529583333,-1.7225
BRCA558,BRCA,-2.852375,0.2709285714,-1.283833333,-4.19175,-0.409875,-1.626,-1.32225
BRCA559,BRCA,-0.957,-0.4567142857,0.7523333333,-1.390833333,2.47175,-0.1392916667,-0.8074166667
BRCA560,BRCA,1.0205,-0.114,2.259833333,2.40475,-1.731375,0.09516666667,-1.641
BRCA561,BRCA,1.242125,1.255642857,1.92175,2.748,1.003375,0.7339166667,-1.091583333
BRCA562,BRCA,1.529625,0.9161428571,2.215833333,4.642,2.92625,1.308875,-0.99125
BRCA563,BRCA,2.908375,0.783,2,2.664083333,3.035625,0.2082916667,-1.562083333
BRCA564,BRCA,1.636375,1.971142857,2.515916667,3.740416667,3.057875,-1.824333333,-1.851
BRCA565,BRCA,1.610375,1.851214286,2.352583333,1.978333333,2.522375,-0.2537916667,-1.031416667
BRCA566,BRCA,2.11025,1.480142857,2.325166667,5.001416667,1.164,-0.450625,-1.4565
BRCA567,BRCA,2.94025,0.5327857143,3.396666667,4.926333333,3.25975,-0.6629166667,-1.444
BRCA568,BRCA,2.69325,0.4641428571,1.673583333,2.476166667,4.13225,1.666708333,-0.4363333333
BRCA569,BRCA,-1.878625,2.692642857,-1.587166667,0.7873333333,-1.5865,-2.452291667,-2.431833333
BRCA570,BRCA,2.858625,1.643285714,1.830416667,3.872583333,3.439875,-0.6215833333,-2.136666667
BRCA571,BRCA,2.026875,1.276,2.876416667,2.289416667,3.37175,0.1779583333,-1.33775
BRCA572,BRCA,2.59225,1.201928571,3.327666667,4.879083333,3.384875,-2.547,-1.193833333
BRCA573,BRCA,1.83925,0.933,2.24125,4.416416667,3.0915,-0.11075,-1.744416667
BRCA574,BRCA,1.9105,0.9930714286,3.993583333,4.011083333,3.529625,2.186708333,-1.468333333
BRCA575,BRCA,-0.703375,2.494785714,1.925583333,2.269583333,-0.095375,-0.7925833333,-2.115916667
BRCA576,BRCA,1.683125,0.7208571429,2.408333333,3.537416667,2.451375,-0.03195833333,-1.953083333
BRCA577,BRCA,2.22775,0.2152142857,0.8406666667,4.4195,1.602125,-0.3015,-0.6539166667
BRCA578,BRCA,1.69675,0.3477857143,3.04075,4.428,2.643875,-0.968375,-1.76625
BRCA579,BRCA,2.822125,0.3556428571,3.990916667,5.234333333,2.278375,-0.7284583333,-0.8946666667
BRCA580,BRCA,2.620375,0.6915,2.635,3.918166667,-0.121,-2.119041667,-1.01975
BRCA581,BRCA,3.38675,0.1529285714,4.5725,5.097,2.624625,-0.989625,-0.24375
BRCA582,BRCA,-1.30025,1.653142857,-1.454833333,-2.104166667,-2.326625,0.3852916667,0.4230833333
BRCA583,BRCA,-2.806875,0.8784285714,1.7125,-3.423,3.46225,1.098125,-0.7548333333
BRCA584,BRCA,1.2435,0.7437857143,1.864166667,0.706,3.564625,0.5865833333,-0.7111666667
BRCA585,BRCA,3.046875,0.7646428571,3.1195,4.745333333,2.496125,-0.4367916667,-2.282833333
BRCA586,BRCA,-1.202,-0.5115,-1.306583333,-2.410166667,0.2005,-1.70725,-0.4836666667
BRCA587,BRCA,0.148625,0.6401428571,0.35475,0.792,0.480625,-1.755,-1.348083333
BRCA588,BRCA,-2.9405,2.636428571,-1.65975,0.5556666667,-2.133875,-2.124666667,-1.865833333
BRCA589,BRCA,1.471,1.444928571,2.696166667,3.113833333,3.192375,1.538416667,-1.31175
BRCA590,BRCA,1.700875,0.2411428571,2.092916667,3.794666667,3.538125,-0.1227083333,-1.3515
OV1,OV,-3.4605,0.8157142857,-0.6026666667,3.0425,2.660875,-2.046708333,-1.67925
OV2,OV,-3.68925,0.8637857143,0.9291666667,3.1055,2.137625,-2.251958333,-1.542833333
OV3,OV,-3.80875,0.8815714286,-0.0015,2.603833333,2.727375,-2.022166667,-1.78675
OV4,OV,-4.350625,-1.900714286,-1.005916667,2.301083333,1.920375,0.07104166667,-0.81725
OV5,OV,-4.534375,0.7858571429,0.1611666667,1.848166667,1.857875,-0.3072083333,-1.250416667
OV6,OV,-3.8755,-0.5366428571,-0.9015833333,1.5495,2.892875,-2.696041667,-1.936666667
OV7,OV,-3.4525,0.5992857143,-1.059,2.58875,2.745125,-2.538541667,-1.529666667
OV8,OV,-4.246,0.8265714286,-1.5185,1.654583333,3.21575,0.9872916667,-2.05975
OV9,OV,-3.1515,0.6530714286,-0.9780833333,0.6656666667,2.641375,1.1295,-1.041166667
OV10,OV,-4.25,0.5485,-1.075583333,2.51275,3.201875,-1.572583333,0.04291666667
OV11,OV,-3.986125,0.2305714286,-1.721333333,2.865166667,2.945375,-0.94175,-1.041833333
OV12,OV,-3.432625,-0.01164285714,-0.6861666667,2.878333333,2.7385,-0.3075833333,-1.476166667
OV13,OV,-3.214375,-0.3815,-1.014583333,2.26925,2.735875,-2.236916667,-0.9171666667
OV14,OV,-4.31425,0.02907142857,-2.355333333,1.564583333,1.395375,-0.3907916667,-1.03775
OV15,OV,-4.460875,-0.2103571429,-0.8345,1.237916667,2.958375,-1.755666667,-0.5995
OV16,OV,-4.127375,0.02092857143,-2.179166667,2.484666667,1.36175,-1.9795,-1.740166667
OV17,OV,-3.832375,1.271642857,-2.051416667,1.635083333,0.3255,-1.844416667,-0.9331666667
OV18,OV,-5.239375,-0.1429285714,-1.81975,-1.920833333,0.969,-2.675208333,-0.2255
OV19,OV,-4.72275,1.143357143,0.3496666667,1.544666667,2.130125,-0.564375,-0.1784166667
OV20,OV,-4.294375,0.428,-0.3364166667,0.9381666667,1.963125,-1.484958333,-0.2678333333
OV21,OV,-3.511125,1.225642857,0.9781666667,2.443166667,3.122,-1.3815,-1.068333333
OV22,OV,-4.217625,1.536928571,-0.2405,0.8299166667,0.429625,-2.422416667,-0.3536666667
OV23,OV,-5.552125,0.4479285714,-1.294916667,1.79425,2.76425,-2.15425,-1.468166667
OV24,OV,-4.704125,0.7465,-0.87775,2.1535,2.435,-3.166125,-1.265166667
OV25,OV,-4.718375,-0.5870714286,-0.3873333333,0.7691666667,0.90325,-3.048875,-2.303333333
OV26,OV,-4.442125,-1.352428571,-0.8030833333,2.44675,2.352625,-2.153875,-0.6655833333
OV27,OV,-5.295875,-0.7494285714,-2.53975,0.87975,2.66675,-2.934083333,-1.057666667
OV28,OV,-5.26575,-0.01428571429,-0.6676666667,0.8905833333,1.4855,-0.9724583333,-0.7629166667
OV29,OV,-4.521375,-0.04564285714,-2.456833333,0.112,1.317625,-3.675708333,-1.005333333
OV30,OV,-5.96325,0.5411428571,-2.38575,2.78175,0.560125,-3.047833333,-1.190583333
OV31,OV,-4.496375,0.5062142857,-1.106083333,0.8838333333,1.68425,-1.475041667,-0.88125
OV32,OV,-4.011875,1.907,-0.218,3.31975,2.654625,-2.842666667,-0.4619166667
OV33,OV,-4.9755,1.635357143,-1.320916667,2.546833333,2.302625,-1.56075,-1.142166667
OV34,OV,-4.660625,0.3069285714,-1.557416667,1.553916667,2.281625,-2.55375,-1.216166667
OV35,OV,-3.726125,-0.1069285714,-0.8053333333,2.32725,2.63425,0.7297083333,-1.019416667
OV36,OV,-2.661625,1.050142857,-2.27275,1.590916667,2.765875,-2.464833333,0.7864166667
OV37,OV,-4.67825,1.143357143,-1.7125,1.536166667,1.366625,-2.464958333,-0.6833333333
OV38,OV,-2.265875,-0.006928571429,-1.931583333,-0.4325833333,0.66975,-1.593875,-0.7709166667
OV39,OV,-4.867375,0.3875714286,-2.542,0.9945833333,0.58375,-0.6878333333,-1.396
OV40,OV,-3.949,0.9410714286,-1.6295,1.900333333,2.017125,-2.898083333,-0.9996666667
OV41,OV,-4.512125,-0.03035714286,0.1465833333,3.394583333,3.037875,-1.034583333,-1.63375
OV42,OV,-3.61775,0.6072142857,-0.44625,1.812,3.763,-2.482791667,-1.432166667
OV43,OV,-2.901375,0.6570714286,-0.2995833333,0.4901666667,3.028625,-3.105458333,-1.020916667
OV44,OV,-3.662,0.8974285714,-2.462666667,2.125083333,1.82475,-1.484125,-1.565833333
OV45,OV,-3.827125,-0.432,0.4058333333,1.468833333,3.115625,-1.697291667,-1.9255
OV46,OV,-4.784125,0.4070714286,-2.879,1.210416667,-0.16425,-0.8680833333,-0.8133333333
OV47,OV,-4.701125,0.7778571429,-0.2615833333,1.685083333,2.19725,-2.428916667,-0.8670833333
OV48,OV,-4.562625,1.015285714,-1.23775,1.8205,1.632,-0.8624583333,-0.5950833333
OV49,OV,-4.6945,1.193071429,-1.752,2.013833333,2.1325,-1.381791667,-0.1158333333
OV50,OV,-4.217,0.9232857143,-0.4528333333,2.3285,2.661875,-3.164166667,-1.208
OV51,OV,-4.154375,-0.6467142857,-0.3798333333,2.495916667,2.921125,-1.966958333,-1.143083333
OV52,OV,-4.4935,1.597928571,-1.695666667,1.672916667,2.59625,-2.622291667,-0.8505833333
OV53,OV,-4.524875,0.7535,-0.1048333333,2.188916667,2.58625,-1.065166667,-0.616
OV54,OV,-4.3205,-0.08464285714,-0.7914166667,1.353916667,3.096875,-0.4625833333,-0.5504166667
OV55,OV,-4.66,1.207142857,-0.7258333333,0.7439166667,1.101875,-2.0835,-1.305833333
OV56,OV,-4.952375,1.121428571,-1.086083333,3.015916667,3.269625,-2.368916667,-0.8805833333
OV57,OV,-4.893375,1.121071429,-0.5165833333,2.312333333,3.268625,-2.883458333,-1.686833333
OV58,OV,-5.231375,0.6598571429,-2.327,3.123,2.024375,-3.317916667,-2.29675
OV59,OV,-5.34225,-0.09957142857,-2.311583333,-2.004916667,1.018,-3.1075,-0.9286666667
OV60,OV,-4.705125,0.09214285714,-1.972166667,1.371083333,2.629875,-2.282833333,-2.573
OV61,OV,-4.232,-0.048,-0.4829166667,1.9965,1.498875,-2.34825,-0.6569166667
OV62,OV,-4.847125,1.604,-1.742916667,1.8695,1.285125,-1.914833333,-0.01883333333
OV63,OV,-4.518375,-0.3694285714,-0.5715833333,1.663833333,3.714375,-2.706958333,-1.260416667
OV64,OV,-5.212375,0.431,-2.54225,0.5586666667,1.10875,-3.234666667,-1.223416667
OV65,OV,-5.349125,0.3578571429,-0.38875,1.72575,1.4305,-2.901666667,-1.817
OV66,OV,-5.582875,0.3151428571,-0.3749166667,1.389333333,1.36775,-2.932083333,-0.007916666667
OV67,OV,-3.83525,1.811,-0.84875,1.915083333,3.539,-2.366291667,-0.04441666667
OV68,OV,-4.4795,0.4088571429,-0.889,1.332833333,2.236125,-2.34375,0.1465
OV69,OV,-5.71175,1.268642857,-1.1995,-1.92225,0.13725,-2.354083333,-0.023
OV70,OV,-5.00075,1.658785714,1.910583333,0.38825,2.615,-3.151625,-1.32675
OV71,OV,-5.15275,0.7075,-1.053416667,1.6025,2.379625,-2.612125,-1.306416667
OV72,OV,-4.1635,0.6532857143,-0.255,1.77625,3.29075,-2.379208333,-1.022
OV73,OV,-3.186375,-0.009857142857,-1.872666667,-2.078416667,1.71175,-0.5837916667,0.4065
OV74,OV,-3.475375,1.048857143,-2.82,1.448583333,1.241875,-0.8135833333,-0.2191666667
OV75,OV,-3.468,0.5216428571,-2.106166667,1.569,2.884125,-2.179708333,-0.1364166667
OV76,OV,-3.5305,-0.3542142857,-0.8716666667,-2.098916667,1.37225,0.1317083333,0.4324166667
OV77,OV,-3.79525,0.3455714286,-2.587333333,1.87025,2.66225,-2.297875,-0.5855833333
OV78,OV,-3.8415,0.2790714286,-2.607166667,0.2405833333,-0.046625,-2.299875,-1.154166667
OV79,OV,-3.282625,0.114,0.5109166667,2.512,3.16375,-2.682125,-0.7715
OV80,OV,-2.393125,-0.7907857143,0.0195,0.8825833333,1.18975,-1.651,-1.67875
OV81,OV,-3.359,-0.7503571429,-1.21775,2.176166667,3.08375,-2.693416667,-1.43625
OV82,OV,-3.40275,0.498,-1.926083333,1.65675,2.32025,-1.919166667,-1.033916667
OV83,OV,-3.7025,-0.6272142857,0.68225,1.102,0.84925,-2.96625,-0.7476666667
OV84,OV,-3.3445,-2.750357143,-0.8050833333,2.163833333,3.411,-2.271791667,-0.4345
OV85,OV,-3.3555,-0.522,-2.485833333,1.883416667,2.417625,-2.61,-1.47
OV86,OV,-2.7585,-0.3415,-0.5135,1.667916667,2.743875,-2.265125,-1.847666667
OV87,OV,-3.499125,0.7141428571,-1.898,1.419916667,2.936375,-2.164708333,-0.1549166667
OV88,OV,-3.406625,0.8208571429,-1.656166667,0.6839166667,1.663375,-1.556083333,-0.7131666667
OV89,OV,-3.91125,0.2414285714,-0.402,1.501416667,1.6125,-1.229916667,-0.606
OV90,OV,-3.624875,0.8827142857,-2.030583333,1.720916667,3.812,-2.33175,-0.69475
OV91,OV,-3.6695,0.8441428571,-2.601166667,1.48375,2.178,-2.462458333,-0.8600833333
OV92,OV,-2.995,-0.2710714286,-1.700416667,1.38125,2.49875,-0.5560416667,-0.1995
OV93,OV,-2.97375,0.03264285714,-1.62625,2.61275,1.378,-1.831,-0.2125
OV94,OV,-3.80075,1.179857143,-2.007583333,1.589333333,2.50325,-0.8822916667,-1.320333333
OV95,OV,-3.063875,-0.02471428571,-1.5615,2.913166667,3.018125,-1.730416667,-0.7944166667
OV96,OV,-3.169375,0.3847857143,-1.295666667,2.339416667,2.145875,-0.08866666667,-0.4245833333
OV97,OV,-3.534375,-0.3389285714,-0.7269166667,0.6628333333,2.969875,-1.608916667,-0.7734166667
OV98,OV,-3.489,-0.3988571429,-1.287333333,0.243,1.36375,-2.083041667,-0.4871666667
OV99,OV,-3.334375,1.271,-0.67375,1.737416667,3.54725,-0.4479166667,-0.6650833333
OV100,OV,-3.952875,1.217,-0.51125,-0.6164166667,2.46175,0.4255416667,-0.9160833333
OV101,OV,-2.080375,-0.1435714286,-1.577416667,2.033666667,2.423625,-1.975125,-0.4586666667
OV102,OV,-4.339125,0.5591428571,-0.9150833333,0.9970833333,2.88675,-0.9987916667,-1.087083333
OV103,OV,-3.801375,0.1897857143,-1.774,-0.14925,2.751375,0.9504583333,-1.286666667
OV104,OV,-3.260125,1.171071429,-1.088916667,1.47825,2.991375,-0.4933333333,-0.7010833333
OV105,OV,-3.472,-0.2327857143,-0.6800833333,0.86025,2.19,-1.09775,0.383
OV106,OV,-3.572875,0.06564285714,-1.247416667,1.297666667,3.23975,0.5237083333,-1.194916667
OV107,OV,-3.944875,1.2655,-3.18775,1.698583333,1.713875,-0.58225,-0.3965833333
OV108,OV,-3.356,0.3947142857,-2.316333333,1.593166667,1.994625,-1.049958333,-1.408083333
OV109,OV,-3.50275,-0.4591428571,-1.41875,2.788416667,1.896875,-2.532916667,-1.123416667
OV110,OV,-5.023875,-2.715928571,0.3760833333,1.926916667,3.8665,-2.452541667,0.1606666667
OV111,OV,-3.280875,0.13,-1.172583333,0.5930833333,1.14275,-1.632458333,-0.8466666667
OV112,OV,-4.088875,1.240285714,-1.315583333,1.048,0.181,0.9728333333,-1.329
OV113,OV,-3.81875,0.2840714286,-2.1995,2.283916667,0.94275,-1.869416667,-1.052666667
OV114,OV,-3.947375,-0.1125714286,-1.608166667,0.888,3.009,0.6239166667,-0.8688333333
OV115,OV,-3.074625,-0.2264285714,-2.623416667,1.613666667,0.6545,-1.203833333,1.477333333
OV116,OV,-3.611125,-0.4376428571,0.2165,1.573916667,1.794375,-2.902916667,-0.9846666667
OV117,OV,-4.175125,-0.3892142857,-1.15575,1.139916667,1.986,-1.961,-1.47775
OV118,OV,-3.664125,0.7277142857,-1.698,2.675,3.005625,-1.737041667,0.0425
OV119,OV,-3.327875,0.6345,-1.19825,-0.4189166667,3.12125,1.36775,-1.288916667
OV120,OV,-4.134375,-0.6673571429,0.23325,1.492416667,2.107125,-2.613833333,-0.78525
OV121,OV,-3.468875,-0.3404285714,-2.165333333,1.5505,3.133125,-2.297208333,-0.8264166667
OV122,OV,-3.363,-0.07442857143,-0.03033333333,2.49675,1.637625,-2.372041667,-0.1425
OV123,OV,-3.59325,-1.129214286,-0.8999166667,0.7181666667,1.771625,-0.81925,-0.6131666667
OV124,OV,-4.749625,0.3471428571,-0.2624166667,1.448333333,3.596125,-0.5759166667,-1.19525
OV125,OV,-4.72525,1.226857143,-1.8665,0.3369166667,2.082375,-0.6239583333,-1.079333333
OV126,OV,-4.670125,-0.4502857143,-0.3880833333,1.289083333,3.9825,0.290375,-1.331333333
OV127,OV,-5.95625,-0.6077142857,-1.813583333,1.76275,-0.661875,-3.189458333,-1.308083333
OV128,OV,-3.102375,0.6793571429,-0.4875,1.011833333,3.12275,0.8000416667,-0.8125
OV129,OV,-3.194875,1.383428571,-2.807333333,2.6375,0.157875,-0.3839166667,-1.115833333
OV130,OV,-4.40875,1.927571429,0.5595,0.34075,3.673375,-1.045458333,-1.43575
OV131,OV,-3.990125,1.281571429,-0.4029166667,-0.2531666667,2.658,1.273916667,-0.62475
OV132,OV,-4.423375,-0.1561428571,-1.969333333,0.79075,2.46975,-0.6679166667,-1.176583333
OV133,OV,-3.918375,0.6417857143,-2.163083333,1.558583333,1.927125,-1.730625,-1.376833333
OV134,OV,-4.379,0.2445,-0.4498333333,-0.08516666667,2.785875,0.3450416667,-1.395416667
OV135,OV,-4.79975,1.432071429,0.2209166667,2.054916667,3.339375,-1.178291667,-1.101666667
OV136,OV,-4.0925,0.8261428571,-1.686583333,1.285,3.172375,-0.7443333333,-1.074416667
OV137,OV,-3.8285,0.8512142857,0.1548333333,1.295333333,2.622,-1.624125,-1.2285
OV138,OV,-4.097375,0.6957857143,-1.49475,1.64925,2.93825,1.590125,-1.013166667
OV139,OV,-5.214,1.023857143,-1.551083333,2.643166667,2.851625,0.3498333333,-0.5848333333
OV140,OV,-4.5205,-0.3974285714,-0.5196666667,2.34375,2.923875,-1.7795,-1.155083333
OV141,OV,-4.410375,-0.1821428571,-0.6520833333,1.19325,1.80425,-3.328125,-1.696
OV142,OV,-4.213125,0.1610714286,-0.1234166667,0.13875,2.2735,-2.681291667,-1.077666667
OV143,OV,-5.2035,0.9780714286,-1.897833333,0.8124166667,2.498,-2.742333333,-1.586583333
OV144,OV,-3.09175,-0.6996428571,-1.618083333,-0.577,0.309,-2.320666667,-1.164666667
OV145,OV,-4.767375,0.8413571429,-1.363333333,0.9588333333,2.022625,0.26425,-1.6645
OV146,OV,-4.9065,1.062571429,-0.864,1.935,4.041375,-1.136,-0.56525
OV147,OV,-4.49575,0.1227857143,-1.215666667,1.852,3.61475,-2.622416667,-1.536583333
OV148,OV,-4.402875,-1.315214286,-0.7420833333,1.314916667,1.262125,-1.411625,-1.67475
OV149,OV,-4.345,0.2632857143,-0.9808333333,3.391416667,1.452375,-1.899916667,-0.9295833333
OV150,OV,-3.84875,0.09121428571,-1.0365,-0.1298333333,-0.137375,-0.47025,-0.7655833333
OV151,OV,-4.45525,0.3837142857,-1.537166667,2.5895,3,-1.723,-1.23625
OV152,OV,-4.23125,-0.5770714286,-2.0135,1.317166667,2.760875,-0.2566666667,-0.1858333333
OV153,OV,-4.114875,1.109785714,-0.13325,2.648333333,2.466875,0.01275,-0.6251666667
OV154,OV,-5.029875,0.9717142857,-1.149666667,1.91875,1.417375,0.01158333333,-1.3365
OV155,OV,-5.244,-0.01685714286,0.5895833333,0.91475,2.045,-3.584041667,0.22025
OV156,OV,-4.014375,0.4264285714,0.07333333333,1.340833333,2.477375,-0.7416666667,-2.43475
OV157,OV,-4.2255,-1.261142857,-1.686583333,1.452333333,1.7945,0.21175,-1.26975
OV158,OV,-4.42275,-1.922214286,-1.52775,2.612583333,2.124625,-1.764916667,-0.594
OV159,OV,-4.280875,1.117857143,1.835166667,1.43825,4.13375,-0.8351666667,-0.6818333333
OV160,OV,-2.7595,0.2355,-1.435833333,-1.2005,2.920875,-0.813,-1.842916667
OV161,OV,-4.55625,1.359785714,0.23925,-2.471583333,3.14675,-1.342791667,-1.643166667
OV162,OV,-4.38775,1.288071429,-0.79025,0.3599166667,2.9545,-1.282041667,-1.627
OV163,OV,-5.065875,1.273285714,-0.6779166667,1.797666667,2.8145,-2.062416667,-1.433083333
OV164,OV,-4.505,1.366357143,-1.279416667,2.034083333,2.84525,-1.398833333,-1.289833333
OV165,OV,-4.56275,-0.9867142857,-2.648833333,1.304916667,1.226875,-1.052666667,0.1975
OV166,OV,-4.409125,0.4791428571,-1.601916667,1.607833333,1.313875,-2.534625,-1.408583333
OV167,OV,-4.719125,0.3533571429,-1.306083333,0.731,2.7615,-0.9465,-1.334
OV168,OV,-4.704,0.1712857143,0.2924166667,2.505833333,2.8035,-1.966791667,-1.7565
OV169,OV,-4.2155,1.086357143,-1.79225,2.333833333,2.1825,-1.585833333,-0.7233333333
OV170,OV,-5.208625,0.6206428571,-1.784166667,0.7568333333,2.60525,-3.282375,-0.7835
OV171,OV,-4.3075,0.7964285714,-1.002333333,1.8425,2.55225,-0.2007083333,-0.2605
OV172,OV,-3.824375,0.8705714286,-0.036,0.3254166667,3.433125,-0.913375,-1.320083333
OV173,OV,-4.55675,1.477857143,-2.23375,1.767,1.2435,-1.5885,-1.282166667
OV174,OV,-3.910375,1.039285714,0.16425,2.713583333,3.026,-0.7520833333,-0.2904166667
OV175,OV,-3.8405,0.8071428571,-0.7624166667,2.93925,2.007,-2.693208333,-1.604416667
OV176,OV,-3.26725,-1.170285714,0.2133333333,-0.5048333333,2.941,0.4759583333,-0.1600833333
OV177,OV,-3.661875,1.000928571,0.02341666667,0.47225,1.3135,-1.834375,-0.9550833333
OV178,OV,-5.781875,-0.04464285714,-2.108666667,1.59975,2.91675,-3.357333333,-2.058833333
OV179,OV,-4.83175,0.5800714286,-0.7909166667,1.785583333,1.605875,-2.767916667,-1.5195
OV180,OV,-4.366625,0.1263076923,-1.52375,0.8776666667,2.045375,-2.101875,-2.69625
OV181,OV,-4.3515,0.4866428571,-1.471,1.982,3.622875,-1.044,-1.946166667
OV182,OV,-3.164625,0.5121428571,-1.573916667,1.376083333,2.875125,-2.217875,-0.994
OV183,OV,-3.6935,0.2402857143,-1.262,0.88425,2.374375,-3.046916667,-1.942333333
OV184,OV,-2.654875,-0.2077857143,0.1511666667,-3.46925,-0.52175,1.794625,-0.80825
OV185,OV,-3.806625,-0.295,-1.478,1.3775,1.853,-2.942083333,-0.6376666667
OV186,OV,-4.163375,0.9704285714,-0.8616666667,1.244833333,3.62225,1.008583333,-1.127
OV187,OV,-4.179375,0.9835,-1.577,1.252666667,3.1405,-0.5454166667,-0.4083333333
OV188,OV,-4.14175,1.229142857,-0.8030833333,1.627333333,3.20675,-2.651166667,-0.6590833333
OV189,OV,-5.057,1.424857143,-0.4423333333,2.78575,1.941,-2.744958333,-0.97425
OV190,OV,-4.1145,-0.003214285714,-1.632416667,0.8535,2.19725,-1.763125,-1.156916667
OV191,OV,-4.8535,0.1401428571,-0.981,0.4271666667,-0.856625,-3.272833333,-0.06025
OV192,OV,-4.85975,-1.536928571,-1.667833333,0.4495,3.04675,-1.395416667,-1.016083333
OV193,OV,-3.51025,-0.4786428571,-0.5771666667,2.6595,3.3605,-2.409083333,-0.4096666667
OV194,OV,-4.7055,0.2065714286,-2.172083333,2.236416667,0.676375,-0.789,-1.781416667
OV195,OV,-5.177,0.6364285714,-1.502666667,0.8236666667,0.681,-3.058708333,-0.941
OV196,OV,-4.206875,0.4411428571,-0.8263333333,2.372,1.3125,-1.870291667,-1.187583333
OV197,OV,-3.9715,0.9948571429,-2.101916667,1.607666667,3.0365,-1.382291667,-0.764
OV198,OV,-5.467625,0.01421428571,-0.6349166667,1.731583333,2.11875,-2.251833333,-1.492333333
OV199,OV,-3.539625,0.5003571429,-0.3430833333,1.114666667,2.534625,1.217666667,-0.4756666667
OV200,OV,-3.45475,-0.001928571429,-2.186666667,1.982,2.572625,0.785125,-1.143416667
OV201,OV,-4.043125,1.431785714,-0.5419166667,1.39375,2.703375,-1.31525,-0.626
OV202,OV,-3.97925,-0.4332142857,0.30825,1.865166667,2.018125,-0.7484583333,-0.5124166667
OV203,OV,-3.88275,0.6932142857,0.5564166667,2.858416667,2.98725,-1.371666667,-1.913666667
OV204,OV,-4.2545,1.808214286,-1.244166667,1.512833333,1.86925,-2.518458333,-1.180333333
OV205,OV,-3.942875,0.131,-0.59925,1.735833333,2.72675,-1.558916667,-0.6638333333
OV206,OV,-3.907375,-0.1728571429,-0.4685,1.179666667,1.30875,-2.501708333,-1.222333333
OV207,OV,-3.6215,0.2292857143,-1.6835,1.355416667,2.7095,-1.403208333,-0.271
OV208,OV,-4.443875,0.2902857143,-1.814666667,-3.427666667,0.54325,-2.054541667,-0.2965
OV209,OV,-5.898625,0.4527857143,-2.833916667,1.495166667,3.9075,-2.418708333,-1.703666667
OV210,OV,-4.85975,0.3392857143,-0.2605833333,1.506166667,2.452125,-2.583291667,-1.351916667
OV211,OV,-3.71125,0.7886428571,-0.5515,1.143333333,3.22725,-0.2001666667,-1.20525
